time,amplitude
0.0,-0.12831408750293094
0.00012501562695336918,-0.13905436812668748
0.00025003125390673836,-0.08552267314717166
0.00037504688086010754,0.1705940984995197
0.0005000625078134767,0.09064640155265954
0.000625078134766846,0.14047951823726113
0.0007500937617202151,0.17551976342491046
0.0008751093886735842,0.12641062037094622
0.0010001250156269534,0.24878736808983623
0.0011251406425803227,0.21384404458407114
0.001250156269533692,0.22074689455811788
0.001375171896487061,0.13699834042516562
0.0015001875234404302,0.2067114709197789
0.0016252031503937994,0.09008695884422734
0.0017502187773471684,0.490872216671363
0.0018752344043005376,0.46684653459984254
0.002000250031253907,0.41946888917860703
0.002125265658207276,0.4677092092724995
0.0022502812851606453,0.5418514140068722
0.0023752969121140144,0.5253784583577039
0.002500312539067384,0.2703333777354977
0.002625328166020753,0.4755141657877068
0.002750343792974122,0.5464879767336309
0.0028753594199274913,0.5765790381940845
0.0030003750468808603,0.45626144660454226
0.0031253906738342293,0.6575412811593432
0.0032504063007875988,0.271962453158157
0.003375421927740968,0.594230574772412
0.003500437554694337,0.6580540024952527
0.0036254531816477063,0.3380637738985268
0.0037504688086010753,0.4920725039281128
0.0038754844355544447,0.566198909388637
0.004000500062507814,0.6175116329148856
0.004125515689461183,0.610060463085027
0.004250531316414552,0.6983583924404672
0.004375546943367921,0.3989505297859067
0.004500562570321291,0.6979732252175639
0.004625578197274659,0.6932490567496837
0.004750593824228029,0.5428016611431514
0.004875609451181398,0.6890087948225551
0.005000625078134768,0.6132800386235293
0.005125640705088136,0.5689285527484801
0.005250656332041506,0.5521256236377392
0.005375671958994875,0.56983225422402
0.005500687585948244,0.5145754607441123
0.005625703212901613,0.49939439305918576
0.005750718839854983,0.45409357662627153
0.005875734466808351,0.531276807133574
0.006000750093761721,0.547157637026682
0.00612576572071509,0.6217445994154418
0.006250781347668459,0.40465977416775883
0.006375796974621828,0.4425189554571918
0.0065008126015751976,0.4452027370655478
0.006625828228528566,0.49971763202526154
0.006750843855481936,0.6033497042202061
0.006875859482435305,0.3321534551466301
0.007000875109388674,0.43974655348603814
0.007125890736342043,0.30577519607706066
0.0072509063632954125,0.3313888642949138
0.007375921990248782,0.4024299383676254
0.0075009376172021506,0.38421360536560367
0.00762595324415552,0.34413587348066027
0.0077509688711088895,0.35476982214452746
0.007875984498062259,0.4166044175771063
0.008001000125015627,0.27492550529792964
0.008126015751968996,0.17157196177825312
0.008251031378922366,0.28074725107331805
0.008376047005875735,0.19496827546616835
0.008501062632829104,0.0685663721633657
0.008626078259782474,0.2510067178205354
0.008751093886735842,0.10770977009912668
0.008876109513689211,0.1251681226398965
0.009001125140642581,0.07507286054603647
0.00912614076759595,0.008313778595124806
0.009251156394549319,0.3181400103549818
0.009376172021502689,0.11352890736816382
0.009501187648456057,0.08293415649734255
0.009626203275409426,0.05869025479139563
0.009751218902362796,-0.08834560130715963
0.009876234529316165,0.08140678386288494
0.010001250156269535,0.13000732020604114
0.010126265783222904,-0.06475998405677635
0.010251281410176272,0.08393586668732159
0.010376297037129643,0.027997264531056765
0.010501312664083011,-0.11116364081353425
0.01062632829103638,0.060500066050511295
0.01075134391798975,-0.11929249131994248
0.010876359544943119,-0.07674395657693822
0.011001375171896487,-0.27390083400425946
0.011126390798849858,-0.11212698526603966
0.011251406425803226,-0.011111477324130854
0.011376422052756595,-0.1188663067085746
0.011501437679709965,-0.20580261982764297
0.011626453306663334,-0.19678135380745312
0.011751468933616702,-0.08105538267808243
0.011876484560570073,-0.08743193007662249
0.012001500187523441,-0.20815830523403692
0.01212651581447681,-0.16583295893653338
0.01225153144143018,-0.19401225685375242
0.012376547068383549,-0.12559097195064103
0.012501562695336917,-0.2119095585291687
0.012626578322290288,-0.15252975598301818
0.012751593949243656,-0.28708647512096347
0.012876609576197025,-0.16511524156758367
0.013001625203150395,-0.10874840867717428
0.013126640830103764,-0.30784868694053763
0.013251656457057132,-0.2906733695808659
0.013376672084010503,-0.2068903422467358
0.013501687710963871,-0.08347551384455011
0.01362670333791724,-0.21669082794080866
0.01375171896487061,-0.3025088197255903
0.013876734591823979,-0.0957446396912759
0.014001750218777347,-0.0629334421246478
